r,g,b,label
148,72,77,red-ish
206,155,167,red-ish
200,82,135,red-ish
240,59,80,red-ish
235,157,177,red-ish
248,65,32,red-ish
140,42,65,red-ish
221,12,35,red-ish
187,161,129,red-ish
187,37,118,red-ish
185,61,11,red-ish
197,49,28,red-ish
235,54,83,red-ish
178,17,33,red-ish
252,140,129,red-ish
220,105,233,red-ish
243,80,227,red-ish
253,86,10,red-ish
178,73,11,red-ish
248,38,83,red-ish
243,87,80,red-ish
189,65,78,red-ish
209,113,161,red-ish
222,7,120,red-ish
211,104,81,red-ish
228,31,123,red-ish
200,29,66,red-ish
226,86,85,red-ish
234,83,77,red-ish
224,119,106,red-ish
252,42,67,red-ish
191,10,16,red-ish
209,114,99,red-ish
249,2,20,red-ish
206,25,19,red-ish
254,18,122,red-ish
208,82,60,red-ish
224,39,10,red-ish
241,79,40,red-ish
221,69,115,red-ish
149,29,64,red-ish
183,49,32,red-ish
192,41,51,red-ish
173,38,60,red-ish
179,3,79,red-ish
141,11,32,red-ish
249,41,101,red-ish
229,43,29,red-ish
222,43,36,red-ish
231,51,109,red-ish
251,53,92,red-ish
221,80,90,red-ish
157,45,31,red-ish
186,46,103,red-ish
197,77,98,red-ish
192,6,56,red-ish
207,58,38,red-ish
202,51,38,red-ish
195,25,108,red-ish
207,18,40,red-ish
208,37,19,red-ish
189,109,115,red-ish
242,119,81,red-ish
191,70,77,red-ish
237,50,21,red-ish
232,49,6,red-ish
228,1,63,red-ish
185,35,1,red-ish
210,27,20,red-ish
213,17,53,red-ish
236,59,102,red-ish
222,97,109,red-ish
191,111,106,red-ish
248,84,31,red-ish
180,9,2,red-ish
90,20,38,red-ish
250,23,14,red-ish
228,59,81,red-ish
169,29,27,red-ish
239,48,19,red-ish
216,49,78,red-ish
208,5,34,red-ish
183,58,71,red-ish
205,49,60,red-ish
191,72,52,red-ish
247,85,101,red-ish
222,65,145,red-ish
243,3,171,red-ish
235,46,103,red-ish
207,4,55,red-ish
211,91,66,red-ish
196,56,22,red-ish
187,22,51,red-ish
242,35,75,red-ish
246,23,96,red-ish
233,85,28,red-ish
254,10,24,red-ish
207,87,78,red-ish
210,71,3,red-ish
244,71,130,red-ish
186,29,15,red-ish
225,84,23,red-ish
251,85,58,red-ish
213,73,23,red-ish
147,32,12,red-ish
157,28,58,red-ish
252,28,43,red-ish
248,93,47,red-ish
237,32,105,red-ish
183,31,76,red-ish
183,53,82,red-ish
173,29,59,red-ish
227,57,36,red-ish
178,5,37,red-ish
246,2,0,red-ish
121,5,3,red-ish
131,55,84,red-ish
181,92,72,red-ish
171,27,63,red-ish
237,41,69,red-ish
176,43,23,red-ish
194,98,96,red-ish
188,6,50,red-ish
188,33,41,red-ish
247,28,56,red-ish
208,33,26,red-ish
175,63,1,red-ish
220,48,1,red-ish
194,21,5,red-ish
220,46,38,red-ish
206,52,35,red-ish
206,81,68,red-ish
149,16,6,red-ish
222,79,63,red-ish
220,29,13,red-ish
197,24,13,red-ish
242,85,50,red-ish
243,112,107,red-ish
228,91,110,red-ish
186,56,83,red-ish
227,25,122,red-ish
198,66,26,red-ish
167,35,40,red-ish
249,94,112,red-ish
165,48,85,red-ish
157,58,18,red-ish
219,87,81,red-ish
217,59,123,red-ish
221,11,108,red-ish
199,32,45,red-ish
214,14,100,red-ish
195,5,80,red-ish
184,7,62,red-ish
176,38,63,red-ish
107,4,11,red-ish
179,71,16,red-ish
197,19,38,red-ish
247,68,31,red-ish
168,10,46,red-ish
240,173,198,red-ish
235,80,29,red-ish
230,28,26,red-ish
236,7,42,red-ish
223,42,70,red-ish
229,82,70,red-ish
224,85,51,red-ish
218,22,11,red-ish
236,45,119,red-ish
216,8,31,red-ish
207,9,27,red-ish
169,41,23,red-ish
192,86,80,red-ish
198,31,38,red-ish
143,66,41,red-ish
90,36,47,red-ish
214,10,84,red-ish
144,34,31,red-ish
228,51,61,red-ish
230,55,71,red-ish
206,23,1,red-ish
240,18,11,red-ish
192,69,39,red-ish
175,36,100,red-ish
199,36,104,red-ish
203,82,89,red-ish
222,79,87,red-ish
214,60,86,red-ish
185,69,91,red-ish
171,51,58,red-ish
252,9,95,red-ish
192,23,6,red-ish
223,44,70,red-ish
235,36,48,red-ish
237,17,48,red-ish
247,60,72,red-ish
184,24,63,red-ish
233,58,46,red-ish
251,36,110,red-ish
216,3,26,red-ish
210,43,85,red-ish
163,36,19,red-ish
172,95,100,red-ish
202,74,30,red-ish
129,5,36,red-ish
166,25,53,red-ish
127,6,55,red-ish
248,85,54,red-ish
250,34,63,red-ish
158,31,94,red-ish
208,66,0,red-ish
167,14,87,red-ish
194,31,13,red-ish
183,42,73,red-ish
244,20,47,red-ish
228,91,101,red-ish
236,63,22,red-ish
144,20,37,red-ish
222,66,110,red-ish
220,64,96,red-ish
203,19,78,red-ish
203,67,111,red-ish
196,10,65,red-ish
190,67,78,red-ish
215,86,79,red-ish
202,97,111,red-ish
217,12,127,red-ish
233,35,72,red-ish
199,12,0,red-ish
180,4,1,red-ish
226,72,97,red-ish
210,26,72,red-ish
195,77,7,red-ish
170,37,71,red-ish
228,80,56,red-ish
234,39,42,red-ish
193,56,33,red-ish
159,23,37,red-ish
205,90,107,red-ish
122,16,39,red-ish
164,50,50,red-ish
139,47,44,red-ish
246,0,92,red-ish
138,55,68,red-ish
247,11,8,red-ish
220,62,62,red-ish
237,90,57,red-ish
221,1,73,red-ish
191,17,77,red-ish
174,13,28,red-ish
237,56,139,red-ish
239,46,91,red-ish
196,49,72,red-ish
215,83,66,red-ish
194,46,107,red-ish
231,110,112,red-ish
210,8,110,red-ish
254,114,116,red-ish
227,16,84,red-ish
234,75,35,red-ish
147,11,71,red-ish
197,95,87,red-ish
171,35,74,red-ish
119,21,51,red-ish
191,62,113,red-ish
213,16,86,red-ish
247,25,45,red-ish
204,57,81,red-ish
219,97,55,red-ish
198,90,84,red-ish
174,88,99,red-ish
170,24,66,red-ish
202,18,25,red-ish
209,19,30,red-ish
241,54,79,red-ish
162,49,26,red-ish
197,69,85,red-ish
226,27,6,red-ish
190,8,78,red-ish
214,34,112,red-ish
232,19,9,red-ish
202,69,141,red-ish
240,115,137,red-ish
172,0,37,red-ish
191,30,16,red-ish
190,41,61,red-ish
211,72,46,red-ish
207,74,69,red-ish
173,20,68,red-ish
230,3,24,red-ish
179,18,25,red-ish
249,62,109,red-ish
154,7,84,red-ish
204,105,99,red-ish
165,22,83,red-ish
245,28,30,red-ish
140,49,91,red-ish
222,90,106,red-ish
162,33,77,red-ish
139,44,92,red-ish
220,17,77,red-ish
179,15,12,red-ish
155,39,18,red-ish
196,40,52,red-ish
219,9,63,red-ish
188,15,44,red-ish
246,35,71,red-ish
229,106,129,red-ish
212,61,99,red-ish
168,14,12,red-ish
206,1,47,red-ish
182,71,5,red-ish
211,66,91,red-ish
151,60,51,red-ish
79,238,82,green-ish
178,251,149,green-ish
29,254,175,green-ish
29,150,93,green-ish
118,183,17,green-ish
111,210,9,green-ish
41,235,55,green-ish
5,109,53,green-ish
171,179,142,green-ish
61,168,53,green-ish
49,96,30,green-ish
70,140,20,green-ish
130,231,180,green-ish
86,186,99,green-ish
151,193,48,green-ish
175,195,82,green-ish
89,125,15,green-ish
40,237,42,green-ish
216,232,155,green-ish
165,251,86,green-ish
103,206,104,green-ish
210,237,135,green-ish
49,219,33,green-ish
198,252,126,green-ish
17,152,48,green-ish
172,253,130,green-ish
126,179,32,green-ish
22,167,93,green-ish
110,168,100,green-ish
14,147,59,green-ish
26,112,68,green-ish
118,182,123,green-ish
134,246,77,green-ish
42,73,63,green-ish
145,149,26,green-ish
174,251,218,green-ish
135,169,67,green-ish
172,212,56,green-ish
27,157,71,green-ish
126,181,160,green-ish
120,137,31,green-ish
21,147,2,green-ish
49,119,9,green-ish
188,223,115,green-ish
220,213,149,green-ish
7,161,115,green-ish
152,220,160,green-ish
195,232,41,green-ish
4,235,174,green-ish
163,185,135,green-ish
74,179,153,green-ish
27,201,60,green-ish
213,252,17,green-ish
97,214,30,green-ish
186,204,46,green-ish
113,249,124,green-ish
121,212,75,green-ish
100,141,72,green-ish
76,159,43,green-ish
66,134,69,green-ish
88,251,96,green-ish
158,240,120,green-ish
163,221,221,green-ish
63,69,34,green-ish
96,189,49,green-ish
143,136,25,green-ish
132,215,159,green-ish
3,182,138,green-ish
62,232,89,green-ish
72,130,1,green-ish
168,229,86,green-ish
151,131,12,green-ish
75,193,196,green-ish
61,226,152,green-ish
23,182,114,green-ish
72,149,153,green-ish
82,151,103,green-ish
105,149,115,green-ish
119,199,83,green-ish
114,127,49,green-ish
24,184,15,green-ish
33,206,5,green-ish
153,193,0,green-ish
113,199,155,green-ish
163,172,115,green-ish
65,196,144,green-ish
7,135,72,green-ish
77,176,137,green-ish
74,104,71,green-ish
42,209,129,green-ish
212,234,153,green-ish
138,163,57,green-ish
166,231,102,green-ish
20,78,77,green-ish
35,68,38,green-ish
52,245,5,green-ish
54,193,44,green-ish
18,113,29,green-ish
56,200,126,green-ish
203,238,174,green-ish
0,228,178,green-ish
7,141,49,green-ish
169,170,35,green-ish
98,96,18,green-ish
93,157,93,green-ish
22,189,43,green-ish
3,79,20,green-ish
75,200,72,green-ish
0,171,30,green-ish
118,222,0,green-ish
171,230,59,green-ish
73,159,139,green-ish
31,238,127,green-ish
6,192,121,green-ish
25,173,152,green-ish
57,206,37,green-ish
109,220,63,green-ish
191,240,202,green-ish
23,101,81,green-ish
29,169,6,green-ish
49,102,118,green-ish
93,224,90,green-ish
170,202,28,green-ish
11,189,107,green-ish
60,112,14,green-ish
13,135,88,green-ish
94,197,7,green-ish
133,148,9,green-ish
137,238,13,green-ish
166,243,198,green-ish
137,156,116,green-ish
76,104,44,green-ish
5,253,59,green-ish
57,208,122,green-ish
148,181,2,green-ish
5,215,124,green-ish
165,182,59,green-ish
30,241,69,green-ish
95,92,58,green-ish
123,132,32,green-ish
18,48,14,green-ish
44,85,41,green-ish
132,225,26,green-ish
40,193,151,green-ish
100,162,16,green-ish
164,217,129,green-ish
103,111,84,green-ish
10,138,62,green-ish
4,151,81,green-ish
112,141,136,green-ish
69,217,27,green-ish
74,137,133,green-ish
71,90,241,green-ish
160,209,100,green-ish
113,107,55,green-ish
36,71,4,green-ish
103,188,74,green-ish
219,251,108,green-ish
71,222,97,green-ish
172,170,11,green-ish
41,159,4,green-ish
108,225,60,green-ish
178,174,46,green-ish
35,221,48,green-ish
190,245,80,green-ish
110,247,28,green-ish
133,215,113,green-ish
154,177,42,green-ish
187,177,35,green-ish
150,164,2,green-ish
16,145,63,green-ish
57,200,107,green-ish
14,210,39,green-ish
184,215,119,green-ish
190,211,73,green-ish
76,191,23,green-ish
16,152,19,green-ish
92,161,93,green-ish
145,246,1,green-ish
75,233,90,green-ish
19,159,73,green-ish
67,84,31,green-ish
0,149,94,green-ish
34,105,53,green-ish
93,195,180,green-ish
148,199,34,green-ish
68,155,140,green-ish
115,203,98,green-ish
23,168,16,green-ish
82,184,32,green-ish
197,217,22,green-ish
81,204,135,green-ish
164,228,23,green-ish
201,212,153,green-ish
162,186,82,green-ish
85,198,104,green-ish
110,246,171,green-ish
115,189,124,green-ish
71,111,72,green-ish
126,240,160,green-ish
33,89,62,green-ish
50,161,116,green-ish
185,206,60,green-ish
192,223,21,green-ish
127,148,57,green-ish
185,223,162,green-ish
62,99,97,green-ish
67,87,68,green-ish
94,137,52,green-ish
72,147,91,green-ish
212,237,218,green-ish
61,92,15,green-ish
153,244,173,green-ish
184,229,94,green-ish
12,197,85,green-ish
43,113,57,green-ish
82,103,14,green-ish
35,210,61,green-ish
124,189,96,green-ish
18,171,92,green-ish
106,118,2,green-ish
44,58,12,green-ish
106,248,148,green-ish
177,243,99,green-ish
180,185,80,green-ish
47,137,14,green-ish
65,168,75,green-ish
84,129,117,green-ish
139,163,26,green-ish
213,240,76,green-ish
185,197,99,green-ish
20,123,31,green-ish
72,229,67,green-ish
43,221,104,green-ish
5,65,49,green-ish
140,206,56,green-ish
46,106,55,green-ish
124,212,81,green-ish
151,252,181,green-ish
9,200,15,green-ish
158,252,219,green-ish
133,195,39,green-ish
13,250,192,green-ish
57,83,14,green-ish
138,251,77,green-ish
37,172,27,green-ish
152,190,1,green-ish
64,232,211,green-ish
104,223,150,green-ish
101,242,176,green-ish
23,119,30,green-ish
102,194,28,green-ish
48,108,82,green-ish
1,166,7,green-ish
39,222,110,green-ish
187,249,54,green-ish
39,182,6,green-ish
141,191,44,green-ish
21,124,35,green-ish
100,247,53,green-ish
98,249,31,green-ish
57,111,40,green-ish
44,178,0,green-ish
192,238,108,green-ish
107,251,154,green-ish
75,215,30,green-ish
83,120,30,green-ish
152,156,47,green-ish
25,138,66,green-ish
46,170,140,green-ish
122,203,52,green-ish
102,193,4,green-ish
29,245,127,green-ish
184,166,84,green-ish
47,238,125,green-ish
152,156,82,green-ish
78,190,168,green-ish
161,157,98,green-ish
109,249,143,green-ish
118,172,155,green-ish
33,199,166,green-ish
187,196,140,green-ish
73,188,19,green-ish
72,187,16,green-ish
130,232,103,green-ish
156,186,95,green-ish
192,208,91,green-ish
24,210,118,green-ish
20,207,123,green-ish
15,122,12,green-ish
5,137,3,green-ish
13,193,103,green-ish
93,180,13,green-ish
87,137,135,green-ish
101,203,90,green-ish
61,195,80,green-ish
120,176,144,green-ish
40,147,146,green-ish
36,178,59,green-ish
35,174,88,green-ish
31,109,11,green-ish
36,230,89,green-ish
43,211,1,green-ish
127,188,27,green-ish
23,65,34,green-ish
18,74,81,green-ish
88,165,43,green-ish
5,188,73,green-ish
212,247,163,green-ish
5,121,66,green-ish
157,152,19,green-ish
123,220,84,green-ish
73,203,163,green-ish
119,162,26,green-ish
178,176,124,green-ish
2,120,46,green-ish
191,194,34,green-ish
88,191,96,green-ish
143,233,196,green-ish
87,239,197,green-ish
206,247,3,green-ish
101,253,157,green-ish
151,199,18,green-ish
156,229,198,green-ish
66,103,11,green-ish
202,215,185,green-ish
111,232,41,green-ish
92,241,164,green-ish
108,207,103,green-ish
55,217,162,green-ish
116,236,6,green-ish
37,252,20,green-ish
117,220,66,green-ish
142,180,174,green-ish
26,226,168,green-ish
121,184,7,green-ish
14,161,49,green-ish
59,225,15,green-ish
170,220,84,green-ish
60,212,159,green-ish
76,96,10,green-ish
21,72,32,green-ish
122,215,49,green-ish
89,140,103,green-ish
53,173,155,green-ish
1,167,116,green-ish
157,166,80,green-ish
154,243,11,green-ish
72,136,80,green-ish
149,251,89,green-ish
44,56,0,green-ish
56,149,32,green-ish
214,216,99,green-ish
55,161,23,green-ish
154,231,45,green-ish
119,225,17,green-ish
14,207,105,green-ish
127,145,18,green-ish
17,147,136,green-ish
73,184,86,green-ish
173,143,52,green-ish
42,195,34,green-ish
93,246,207,green-ish
108,253,132,green-ish
53,226,63,green-ish
44,82,2,green-ish
32,224,36,green-ish
210,229,191,green-ish
100,234,34,green-ish
54,186,130,green-ish
97,220,11,green-ish
109,172,83,green-ish
108,185,132,green-ish
175,240,156,green-ish
7,170,94,green-ish
80,201,2,green-ish
13,250,148,green-ish
115,123,49,green-ish
16,148,65,green-ish
45,214,66,green-ish
118,220,68,green-ish
138,200,14,green-ish
88,122,58,green-ish
59,197,169,green-ish
170,194,56,green-ish
69,168,56,green-ish
139,224,194,green-ish
35,132,100,green-ish
129,243,121,green-ish
181,195,33,green-ish
43,77,15,green-ish
53,99,49,green-ish
188,234,139,green-ish
113,121,14,green-ish
124,108,3,green-ish
186,241,29,green-ish
52,240,0,green-ish
154,231,181,green-ish
181,254,20,green-ish
56,238,44,green-ish
123,220,126,green-ish
139,181,48,green-ish
57,87,4,green-ish
22,196,163,green-ish
122,253,250,green-ish
163,196,114,green-ish
79,205,144,green-ish
120,142,8,green-ish
27,252,140,green-ish
122,167,12,green-ish
53,160,90,green-ish
27,207,43,green-ish
187,185,107,green-ish
192,233,201,green-ish
10,250,114,green-ish
150,221,112,green-ish
148,129,54,green-ish
59,96,70,green-ish
133,237,171,green-ish
35,232,121,green-ish
60,235,14,green-ish
53,217,67,green-ish
58,203,92,green-ish
130,228,78,green-ish
97,214,192,green-ish
141,245,151,green-ish
145,208,51,green-ish
29,146,39,green-ish
44,236,32,green-ish
45,226,30,green-ish
39,238,89,green-ish
42,101,32,green-ish
15,213,135,green-ish
3,115,1,green-ish
56,128,44,green-ish
1,150,1,green-ish
53,198,159,green-ish
91,174,69,green-ish
119,59,56,green-ish
11,155,12,green-ish
83,85,7,green-ish
40,246,30,green-ish
35,190,39,green-ish
58,123,91,green-ish
149,245,69,green-ish
201,209,139,green-ish
18,204,131,green-ish
1,171,169,green-ish
107,143,102,green-ish
35,196,71,green-ish
38,250,220,green-ish
47,67,45,green-ish
161,193,94,green-ish
96,183,99,green-ish
28,199,25,green-ish
127,191,59,green-ish
55,191,72,green-ish
154,238,202,green-ish
18,127,15,green-ish
149,201,83,green-ish
42,219,59,green-ish
25,198,24,green-ish
61,207,51,green-ish
102,130,45,green-ish
132,232,62,green-ish
92,196,7,green-ish
17,228,177,green-ish
69,189,160,green-ish
148,223,45,green-ish
93,203,57,green-ish
108,171,119,green-ish
157,173,35,green-ish
10,214,144,green-ish
184,234,209,green-ish
67,142,125,green-ish
65,143,125,green-ish
29,82,14,green-ish
65,244,111,green-ish
80,206,157,green-ish
102,125,0,green-ish
22,224,47,green-ish
40,85,47,green-ish
65,162,146,green-ish
29,110,117,green-ish
29,193,169,green-ish
69,218,186,green-ish
45,181,60,green-ish
28,152,91,green-ish
193,230,77,green-ish
163,254,37,green-ish
168,225,229,green-ish
9,252,187,green-ish
159,240,190,green-ish
117,136,31,green-ish
103,110,14,green-ish
172,206,15,green-ish
106,143,99,green-ish
98,205,81,green-ish
63,237,60,green-ish
25,200,44,green-ish
33,167,95,green-ish
131,152,85,green-ish
24,248,141,green-ish
0,185,32,green-ish
60,250,28,green-ish
137,196,60,green-ish
104,140,99,green-ish
71,121,87,green-ish
96,141,42,green-ish
93,136,85,green-ish
19,163,47,green-ish
109,168,123,green-ish
14,140,43,green-ish
142,204,53,green-ish
139,233,137,green-ish
110,202,63,green-ish
128,225,102,green-ish
131,227,92,green-ish
98,165,32,green-ish
55,253,13,green-ish
135,229,54,green-ish
19,183,69,green-ish
114,132,38,green-ish
57,224,118,green-ish
44,204,46,green-ish
25,123,75,green-ish
1,198,126,green-ish
201,242,197,green-ish
49,166,14,green-ish
41,188,155,green-ish
59,73,50,green-ish
15,196,1,green-ish
129,178,125,green-ish
225,244,175,green-ish
126,234,77,green-ish
46,253,178,green-ish
112,246,194,green-ish
58,153,137,green-ish
53,253,182,green-ish
45,184,88,green-ish
180,214,88,green-ish
81,174,116,green-ish
67,174,72,green-ish
43,167,76,green-ish
120,196,83,green-ish
146,234,3,green-ish
179,225,149,green-ish
35,232,122,green-ish
64,163,28,green-ish
33,226,114,green-ish
63,99,20,green-ish
12,124,24,green-ish
72,226,191,green-ish
27,226,144,green-ish
45,163,145,green-ish
151,168,104,green-ish
77,239,204,green-ish
152,241,175,green-ish
27,172,85,green-ish
36,127,60,green-ish
187,204,122,green-ish
67,188,104,green-ish
37,146,15,green-ish
138,201,25,green-ish
151,212,71,green-ish
174,245,71,green-ish
56,167,95,green-ish
211,246,152,green-ish
7,189,101,green-ish
44,148,131,green-ish
22,245,135,green-ish
23,154,119,green-ish
24,173,49,green-ish
84,251,64,green-ish
105,118,58,green-ish
109,171,24,green-ish
190,220,122,green-ish
77,204,161,green-ish
7,87,42,green-ish
200,218,149,green-ish
173,212,48,green-ish
100,211,66,green-ish
64,138,50,green-ish
44,184,22,green-ish
89,113,70,green-ish
74,173,89,green-ish
159,219,28,green-ish
78,200,51,green-ish
45,90,88,green-ish
78,192,167,green-ish
124,224,4,green-ish
108,130,22,green-ish
100,246,75,green-ish
80,97,63,green-ish
183,229,218,green-ish
95,179,98,green-ish
92,249,13,green-ish
122,185,12,green-ish
25,131,107,green-ish
91,192,131,green-ish
128,236,129,green-ish
4,105,18,green-ish
63,246,133,green-ish
30,232,123,green-ish
139,190,106,green-ish
17,215,101,green-ish
170,248,81,green-ish
72,217,100,green-ish
116,254,126,green-ish
218,254,222,green-ish
169,175,21,green-ish
202,209,88,green-ish
128,238,7,green-ish
130,180,91,green-ish
108,203,109,green-ish
182,162,88,green-ish
130,180,47,green-ish
99,120,49,green-ish
75,140,41,green-ish
109,213,5,green-ish
63,142,55,green-ish
79,224,135,green-ish
52,219,50,green-ish
77,212,132,green-ish
115,186,115,green-ish
77,253,66,green-ish
14,94,60,green-ish
37,96,56,green-ish
155,201,43,green-ish
71,209,60,green-ish
11,173,148,green-ish
53,254,151,green-ish
143,245,15,green-ish
124,235,153,green-ish
25,202,80,green-ish
24,254,5,green-ish
15,69,13,green-ish
168,246,158,green-ish
30,227,22,green-ish
84,253,55,green-ish
16,54,42,green-ish
81,142,46,green-ish
5,191,0,green-ish
158,251,114,green-ish
28,232,146,green-ish
107,196,66,green-ish
141,253,139,green-ish
55,93,36,green-ish
174,217,45,green-ish
76,238,206,green-ish
36,218,132,green-ish
10,237,149,green-ish
49,127,110,green-ish
101,226,69,green-ish
89,220,11,green-ish
30,87,51,green-ish
86,97,31,green-ish
144,148,137,green-ish
52,137,3,green-ish
151,176,131,green-ish
208,212,173,green-ish
157,162,92,green-ish
175,203,107,green-ish
127,169,90,green-ish
158,188,161,green-ish
114,241,86,green-ish
145,177,166,green-ish
77,84,24,green-ish
57,214,193,green-ish
160,217,160,green-ish
119,187,111,green-ish
144,213,15,green-ish
55,67,39,green-ish
180,235,183,green-ish
36,132,32,green-ish
164,254,160,green-ish
35,220,126,green-ish
170,178,6,green-ish
26,201,82,green-ish
54,80,22,green-ish
28,97,27,green-ish
24,203,124,green-ish
112,235,53,green-ish
31,165,118,green-ish
77,124,5,green-ish
74,238,55,green-ish
139,150,37,green-ish
157,243,126,green-ish
91,237,177,green-ish
97,149,115,green-ish
128,151,9,green-ish
189,246,84,green-ish
26,240,156,green-ish
144,158,3,green-ish
11,228,64,green-ish
17,238,125,green-ish
108,115,22,green-ish
114,114,77,green-ish
8,142,117,green-ish
88,156,104,green-ish
41,159,151,green-ish
119,176,160,green-ish
74,252,133,green-ish
60,156,148,green-ish
88,247,187,green-ish
30,179,39,green-ish
1,161,67,green-ish
93,133,46,green-ish
57,165,96,green-ish
113,216,78,green-ish
30,207,155,green-ish
175,246,21,green-ish
170,200,82,green-ish
18,179,123,green-ish
28,228,118,green-ish
95,171,51,green-ish
7,156,25,green-ish
100,213,170,green-ish
103,148,137,green-ish
113,161,98,green-ish
58,215,81,green-ish
91,119,75,green-ish
114,132,55,green-ish
80,156,14,green-ish
91,184,3,green-ish
153,159,60,green-ish
136,210,129,green-ish
43,150,58,green-ish
79,152,79,green-ish
53,209,147,green-ish
164,121,54,green-ish
130,225,185,green-ish
88,196,152,green-ish
103,242,94,green-ish
140,151,101,green-ish
97,126,43,green-ish
225,221,95,green-ish
19,191,57,green-ish
8,63,118,green-ish
67,97,85,green-ish
131,216,185,green-ish
55,35,107,green-ish
47,163,79,green-ish
47,231,10,green-ish
147,202,133,green-ish
143,215,123,green-ish
26,52,91,green-ish
153,68,199,green-ish
96,182,127,green-ish
43,172,153,green-ish
55,181,84,green-ish
7,64,12,green-ish
179,215,123,green-ish
147,215,91,green-ish
12,197,138,green-ish
79,210,46,green-ish
74,203,132,green-ish
11,224,78,green-ish
47,72,3,green-ish
23,171,12,green-ish
117,221,114,green-ish
175,254,157,green-ish
175,238,178,green-ish
110,140,23,green-ish
145,213,13,green-ish
158,242,103,green-ish
43,112,4,green-ish
172,178,102,green-ish
145,151,17,green-ish
132,245,18,green-ish
67,228,115,green-ish
178,220,21,green-ish
12,147,135,green-ish
128,176,22,green-ish
5,239,66,green-ish
11,192,43,green-ish
20,165,8,green-ish
50,157,125,green-ish
181,216,97,green-ish
51,135,105,green-ish
141,203,167,green-ish
138,214,9,green-ish
186,230,92,green-ish
124,173,122,green-ish
7,237,177,green-ish
57,223,95,green-ish
131,212,34,green-ish
57,224,87,green-ish
46,67,23,green-ish
99,225,46,green-ish
141,251,198,green-ish
28,151,55,green-ish
6,220,58,green-ish
26,170,62,green-ish
186,188,72,green-ish
147,239,50,green-ish
49,65,33,green-ish
150,153,115,green-ish
44,212,135,green-ish
37,246,10,green-ish
52,90,72,green-ish
127,232,149,green-ish
10,252,5,green-ish
158,243,162,green-ish
69,243,64,green-ish
197,197,97,green-ish
9,131,2,green-ish
121,213,71,green-ish
109,213,105,green-ish
40,213,160,green-ish
12,164,140,green-ish
187,247,36,green-ish
185,192,136,green-ish
69,215,163,green-ish
8,152,34,green-ish
51,235,31,green-ish
64,151,34,green-ish
87,131,99,green-ish
130,220,4,green-ish
72,201,99,green-ish
209,226,169,green-ish
122,133,101,green-ish
148,200,41,green-ish
45,175,8,green-ish
11,126,78,green-ish
47,224,123,green-ish
132,234,8,green-ish
33,135,18,green-ish
96,166,63,green-ish
112,165,82,green-ish
45,195,145,green-ish
31,72,38,green-ish
27,183,47,green-ish
148,222,45,green-ish
153,182,95,green-ish
88,239,37,green-ish
5,191,71,green-ish
70,254,97,green-ish
38,74,32,green-ish
105,161,93,green-ish
202,217,143,green-ish
127,167,100,green-ish
25,121,104,green-ish
203,231,81,green-ish
197,223,161,green-ish
67,131,27,green-ish
104,122,86,green-ish
13,135,100,green-ish
13,229,128,green-ish
34,104,40,green-ish
40,223,163,green-ish
80,149,45,green-ish
99,238,96,green-ish
175,217,196,green-ish
184,218,144,green-ish
184,222,120,green-ish
119,238,128,green-ish
163,235,140,green-ish
63,237,62,green-ish
119,244,78,green-ish
37,222,53,green-ish
100,90,0,green-ish
139,184,145,green-ish
23,172,99,green-ish
33,181,138,green-ish
10,110,64,green-ish
53,217,127,green-ish
183,227,190,green-ish
177,231,57,green-ish
61,168,66,green-ish
23,135,39,green-ish
198,213,84,green-ish
232,247,205,green-ish
8,179,69,green-ish
100,193,67,green-ish
1,213,55,green-ish
10,232,107,green-ish
63,166,57,green-ish
101,187,69,green-ish
56,93,58,green-ish
7,64,65,green-ish
6,188,75,green-ish
73,64,33,green-ish
85,160,139,green-ish
37,184,114,green-ish
93,218,72,green-ish
